date,text,hash_tags
2020-09-11,"When we win I, as your President, will totally forgive ALL deferred payroll taxes with money from the General Fund. I will ALWAYS protect Seniors and your Social Security! Sleepy Joe Biden will do the opposite, he will raise your taxes and DESTROY our Country!3.84.616.2",
2020-09-11,"On November 3rd, Michigan will decide whether we will quickly return to record prosperity—or whether we allow Sleepy Joe Biden to impose a $4 TRILLION DOLLAR TAX HIKE, ban American Energy, confiscate your guns, shutdown the economy, shutdown auto production, delay...1.32.48.9",
2020-09-11,Congratulations to JPMorgan Chase for ordering everyone BACK TO OFFICE on September 21st. Will always be better than working from home!2.23.116.1,
2020-09-11,"In 2001, our Nation, united under God, made an unbreakable promise never to forget the nearly 3,000 innocent Americans who were senselessly killed on September 11th. On this sacred day — Patriot Day — we solemnly honor that commitment.Proclamation on Patriot Day, 2020 | The White HouseIn 2001, our Nation, united under God, made an unbreakable promise never to forget the nearly 3,000 innocent Americans who were senselessly killed on Septewhitehouse.gov2.33.914",
2020-09-11,"...the vaccine, destroy the suburbs, erase your borders, and indoctrinate your children with poisonous anti-American lies!9.21.35.8",
2020-09-11,"I have taken the toughest-ever action to stand up to China’s rampant theft of Michigan jobs. Sleepy Joe Biden has vowed to remove those Tariffs and allow China to resume its pillaging. Joe Biden’s Agenda is Made in China, my agenda is Made in the USA!1.31.86.5",
2020-09-11,"If Joe Biden is elected, far-left lunatics won’t just be running failed Dem Cities—they will be running the Department of Justice, the Department of Homeland Security, and the U.S. Supreme Court. No city, town or suburb will be safe. On November 3rd, your vote will SAVE AMERICA!1.62.16.7",
2020-09-11,"A vote for Republicans is a vote for safe communities, great jobs, and a limitless future for ALL Americans. Instead of letting Washington change us, despite all that we have been through, we are changing Washington! .82.27.4",['#MAGA1']
2020-09-11,Will be doing a News Conference live from the White House at 3:30 P.M. Eastern.1.41.16.7,
2020-09-12,"Subject only to State approval, our important Ethanol Industry will be allowed to use the 10% Pumps for the 15% BLEND. Thank you! 6.613.8",
2020-09-12,"This Tweet violated the Twitter Rules about civic and election integrity. However, Twitter has determined that it may be in the public’s interest for the Tweet to remain accessible.  ",
2020-09-12,"Was Andy McCabe ever forced to pay back the $700,000 illegally given to him and his wife, for his wife’s political campaign, by Crooked Hillary Clinton while Hillary was under FBI investigation, and McCabe was the head of the FBI??? Just askin’?2.64.213.6",
2020-09-12,Thank you Rachael. That is the best way to beat the Fake News! RachaelThe look on the their faces  twitter.com/SteveGuest/sta…3.314.1,
2020-09-12,"ALERT: So now we find out that the entire Mueller “hit squad” illegally wiped their phones clean just prior to the investigation of them, all using the same really dumb reason for this “accident”, just like Crooked Hillary smashing her phones with a hammer, & DELETING HER EMAILS!2.45.616.2",
2020-09-12,"....It has now been determined that the Mueller Scam should never have been set up in the first place, there were no grounds. It was all an illegitimate Witch Hunt, & a big price must be paid. How different my life would have been if this fraud on America was never committed!!!1.72.79.6",
2020-09-12,Another HISTORIC breakthrough today! Our two GREAT friends Israel and the Kingdom of Bahrain agree to a Peace Deal – the second Arab country to make peace with Israel in 30 days!2.37.430.5,
2020-09-12,"Pelosi and Schumer want Trillions of Dollars of BAILOUT money for Blue States that are doing badly, both economically and in terms of high crime, as a condition to making a deal on stimulus - But the USA is coming back strong!3.63.111.5",
2020-09-12,"Joint Statement of the United States, the Kingdom of Bahrain, and the State of Israel5.12.78.2",
2020-09-12,"""What are the odds of 31 phones accidentally wiped clean?"" 86.8 0:03 / 4:53724.9",
2020-09-13,"Joe Biden cannot LEAD our Country, because he does not BELIEVE in our Country. At Biden’s convention, they decried America as a wicked, sinful nation, destined for a fate of doom and despair. They even removed the words “Under God” from the Pledge of Allegiance – twice...1.52.910.8",
2020-09-13,"While I travel the Country, Joe sleeps in his basement, telling the Fake News Media to “get lost”. If you’re a reporter covering Sleepy Joe, you have basically gone into retirement!2.12.812",
2020-09-13,"In the highly competitive world of high tech, how come nobody has ever challenged Mini Mike Bloomberg and his very average, & supposedly outdated, “stuff” that he sells to so many? Did he use his position as Mayor of New York to create what is now a monopoly? Just askin’?22.39.1",
2020-09-13,"...The far-left maniacs supporting Joe Biden are burning flags and chanting “America was never great.” But we know the truth: America is the most Exceptional Nation on earth, and our destiny is blessed by God!6.71.76.9",
2020-09-13,"Once again, Sleepy Joe told the press they could go home at 9 A.M. Meanwhile, your Favorite President, me, will go to Reno, Nevada tonight, three stops in Las Vegas tomorrow, with California and Arizona on schedule Monday. Don’t worry, we won’t be taking off Tuesday, either!2.73.313.9",
2020-09-13,"I thought Mini Mike was through with Democrat politics after spending almost 2 Billion Dollars, and then giving the worst and most inept Debate Performance in the history of Presidential Politics. Pocahontas ended his political career on first question, OVER! Save NYC instead. AxiosNEW: Bloomberg to spend $100 million to help Biden win Florida https://axios.com/bloomberg-spend-florida-biden-ceb30621-89bf-4336-ae66-6c1c8d1c753f.html?utm_source=twitter&utm_medium=social&utm_campaign=organic&utm_content=1100…1.11.34.3",
2020-09-13,Just landed in Nevada but while on Air Force One watched most vicious TV commercial I have ever seen. Pathetic Joe’s people placed an unsourced ad where they have me saying unthinkable things about soldiers while standing over their graves. It is a MADE UP LIE. A TOTAL CON JOB!3.5414.7,
2020-09-13,"I am running for re-election to bring prosperity to Nevada, to put violent criminals behind bars, and to ensure the future belongs to AMERICA—NOT China. If we win, AMERICA WINS! If Biden wins, China wins. If Biden Wins, the rioters, anarchists, and arsonists win. VOTE! .13.513.1",['#MAGA2']
2020-09-13,"But people don’t want to get mugged, beaten up, or killed. Let New York’s Finest (who proudly endorsed me!) do their job. Rehire crime squad and fired police. They will bring safety back to NYC, FAST!!! Mayor Bill de BlasioIt’s a beautiful Saturday, New York City.Get out and enjoy it, but don’t forget we’re fighting back against COVID-19.Wear your face covering.Practice social distancing.71.75.7",
2020-09-13,Hispanics seem to be strongly favoring President Trump! 22.714.8,
2020-09-13,"If they die, fast trial death penalty for the killer. Only way to stop this! Donald Trump Jr.Please pray for these two Sheriff Deputies. Their lives matter!!!  twitter.com/LASDHQ/status/…1.94.618.1",['#BlueLivesMatter']
2020-09-13,THANK YOU! :01124 6.91.77.8,['#MAGA0']
2020-09-13,"The Unsolicited Mail In Ballot Scam is a major threat to our Democracy, & the Democrats know it. Almost all recent elections using this system, even though much smaller &  with far fewer Ballots to count, have ended up being a disaster. Large numbers of missing Ballots & Fraud!1.92.57.9",
2020-09-13,Thank you IDAHO! .81.46.4,['#MAGA4']
2020-09-13,“Mail-Vote Madness in Pennsylvania - The swing state is heading toward an election crackup that could draw the entire country into a legal brawl.”. of Pennsylvania should not be allowed to defraud the PEOPLE of the UNITED STATES!Opinion | Mail-Vote Madness in PennsylvaniaThe swing state is heading toward an election crackup that could draw the entire country into a legal brawl.wsj.com4.81.23.3,
2020-09-13,"Fake Liberal Democrat Donors. Money laundering anyone? Lindsey GrahamUS Senate candidate, SChttps://foxnews.com/politics/exclusive-data-shows-that-half-of-2019-donations-to-actblue-came-from-untraceable-unemployed-donors…  6.51.95.1",
2020-09-13,"Actually falling very steadily and fast. Deaths and hospitalizations way down, and even cases down despite far more Testing than any other country in the World, by far. India second! Scott Gottlieb, MDOverall U.S. Covid cases and hospitalizations continue to fall, driven by sharp declines in the sunbelt states. Key question: Is this the nadir before we see a fall and winter resurgence of a pathogen that typically spreads in the winter; or can we hopefully hold onto these gains1.21.24.1",
2020-09-14,"Our people have all left Drudge. He is a confused MESS, has no clue what happened. Down 51%.   They like REVOLVER and others!7.41.35.7",
2020-09-14,"...to the families of crime victims and fallen officers. In the Republican Party, we know that police officers are not villains, but HEROES who risk their lives to KEEP US SAFE 24/7/365!3.11.56.7",
2020-09-14,"...replied “Yes, Absolutely.” Biden calls for abolishing cash bail and closing prisons — and Biden even called law enforcement “the ENEMY.” Biden’s anti-police crusade must STOP. Furthermore, the corporations funding anti-police organizations should instead give their money...21.35.9",
2020-09-14,"Great, Just Out! 51% Approval Rating in Rasmussen Poll. 95% in Republican Party. Stock Market up BIG today. Will I ever be given credit for the Markets and Economy? Next year will be BIG!2.33.113.8",
2020-09-14,"His handlers and the Fake News Media are doing everything possible to get him through the Election. Then he will resign, or whatever, and we are stuck with a super liberal wack job that NOBODY wanted! Andrew SurabianWho wants to bet that the media is going to ignore/cover this up to protect Joe? twitter.com/SteveGuest/sta…5.51.33.9",
2020-09-14,"For the entire summer, Joe Biden was SILENT as left-wing mobs assaulted police officers. When Biden’s far-left supporters set fire to police cars, precinct stations, and courthouses, Joe Biden called them “PEACEFUL PROTESTORS.” When asked if he would cut police funding, Biden...8.42.69.7",
2020-09-14,I am helping Minnesota greatly. OBiden was a Minnesota disaster! David ReaboiOne thing Somalia definitely doesn’t need is more Somalis radicalized in Minneapolis. twitter.com/Ilhan/status/1…3.58.33.2,
2020-09-14,Push it hard Marsha. DOJ must act. This should include Crooked Hillary’s illegal deletion of her emails. SPEED! Sen. Marsha BlackburnDestroying evidence is a federal crime punishable by up to 20 years in prison. https://foxnews.com/politics/mueller-team-phone-wiped-investigation-marsha-blackburn-senate-intelligence…4.61.85,
2020-09-14,Our thoughts are with the two  Sheriff Deputies who were shot in Los Angeles. We send our love and support to their families and we pray to God for their recovery.Team Trump (Text VOTE to 88022) 1.914,
2020-09-14,"...And we’re not finished yet. All coming together like a highly complex, but beautiful, puzzle! Omri CerenYou guys gonna do a followup on this one? twitter.com/nytpolitics/st…2.49.23.4",
2020-09-14,A made up HOAX that shows how low they are willing to go! The FederalistTrump Campaign Lawyers Demand Biden Campaign Yank False Ad Using Debunked Atlantic Accusations https://thefederalist.com/2020/09/12/trump-campaign-lawyers-demand-biden-campaign-yank-false-ad-using-debunked-atlantic-accusations/…6.71.13.6,
2020-09-14,"Sleepy Joe Biden has spent 47 years in politics being terrible to Hispanics. Now he is relying on Castro lover Bernie Sanders to help him out. That won’t work! Remember, Miami Cubans gave me the highly honored Bay of Pigs Award for all I have done for our great Cuban Population!3.53.513.7",
2020-09-14,Just signed a new Executive Order to LOWER DRUG PRICES! My Most Favored Nation order will ensure that our Country gets the same low price Big Pharma gives to other countries. The days of global freeriding at America’s expense are over...2.14.717.9,
2020-09-14,"...and prices are coming down FAST! Also just ended all rebates to middlemen, further reducing prices.5.91.67.8",
2020-09-14,"I was right, these people were all wrong, and now they criticize me. Such hypocrisy!1.33.810.2",
2020-09-15,"My team and I are closely monitoring extremely dangerous Hurricane Sally. We are fully engaged with State & Local Leaders to assist the great people of Alabama, Louisiana, and Mississippi. Be ready and listen to State and Local Leaders! 9.21.36",
2020-09-15,"We are advertising all over the place, but as much as we do, the Fake News likes to say we aren’t. Just being smart. We have much more money than we had at same time in 2016. Also spending on other, and different, elements of the campaign. Starting to get great poll numbers!2.32.711.9",
2020-09-15,"Left California for Arizona. Leaving Arizona after a GREAT meeting with our incredible Hispanic community. Heard fantastic and inspiring success stories. Will be landing in Washington (D.C.) soon! Big White House ceremony tomorrow morning with Israel, UAE, and Bahrain.7.41.88.5",
2020-09-15,"We had great rallies this past weekend, after the Governor of Nevada worked very hard to cancel all of our venues. Despite the fact that he controls the state, he failed, but would have rather done rally outside. Can you imagine this man is in charge...11.87.6",
2020-09-15,"According to press reports, Iran may be planning an assassination, or other attack, against the United States in retaliation for the killing of terrorist leader Soleimani, which was carried out for his planning a future attack, murdering U.S. Troops, and the death & suffering...2.23.612",
2020-09-15,"...of the Ballots in Nevada!? Not fair, Rigged Election! , will use every trick in the book to cheat with Ballots.3.814",
2020-09-15,We could all learn something from this. Great interview by !3.825.9,
2020-09-15,"Did you see where Joe Biden — as Weak, Tired, and Sleepy as he is, went to a Polling Place today in Delaware (of course!) to VOTE!? If Biden can do it, any American can do it!2.85.621.5",
2020-09-15,"...caused over so many years. Any attack by Iran, in any form, against the United States will be met with an attack on Iran that will be 1,000 times greater in magnitude!1.12.510.5",
2020-09-15,On  Now! Enjoy!9.89.67.3,
2020-09-15,"“Players take knee, raise fist, stay in locker room, during National Anthem”.  No thanks, tell them to “protest” some other time!2.83.315.8",
2020-09-15,"Rasmussen was one of the most accurate polls in 2016. Actually, I think, based on Crowds and Enthusiasm (of which Sleepy Joe has none!), that we are MUCH higher than 51%. The only thing Joe can count on is that a Federal Judge doesn’t eviscerate the Fake Ballot Rigging Scam!6.61.55.8",
2020-09-15,"Congratulations Pennsylvania. Now we await the decision on the Rigged Ballot Scam, which is so bad for our Country! Courtney HollandBREAKINGA Trump appointed federal judge just ruled that Pennsylvania Gov. Tom Wolf’s (D) & Secretary of Health Rachel Levine’s (D) coronavirus orders, which shut down the state, closed businesses & limited gatherings, were unconstitutional per the 1st & 14th Amendments.2.61.24",
2020-09-15,"....And Michigan, and North Carolina. Next up, phony Ballot voting Hoax! Emma WoodhouseIt’s time, Illinois. Our govenror has no right to decide whose businesses were essential and non-essential. The power to keep churches & schools closed under successive, illegal emergency orders is also a big no. https://pittsburgh.cbslocal.com/2020/09/14/federal-judge-rules-gov-tom-wolf-dr-rachel-levines-shutdown-orders-unconstitutional/…2.913.3",
2020-09-15,I didn’t know there would be even a question about this! Julia DavisTrump claims that Putin and Kim Jong-un are more mentally fit than Biden. Still fanboying for dictators.1.61.88.4,
2020-09-16,"After decades of division and conflict, we mark the dawn of a new Middle East. Congratulations to the people of Israel, the people of the United Arab Emirates, and the people of the Kingdom of Bahrain. God Bless You All!1.54.414.4",
2020-09-16,"Great News: BIG TEN FOOTBALL IS BACK. All teams to participate. Thank you to the players, coaches, parents, and all school representatives. Have a FANTASTIC SEASON! It is my great honor to have helped!!!1.83.720.5",
2020-09-16,"Democrats are “heartless”. They don’t want to give STIMULUS PAYMENTS to people who desperately need the money, and whose fault it was NOT that the plague came in from China. Go for the much higher numbers, Republicans, it all comes back to the USA anyway (one way or another!).3.13.311.4",
2020-09-16,"HISTORIC day for PEACE in the Middle East — I am welcoming leaders from Israel, the United Arab Emirates, and the Kingdom of Bahrain to the White House to sign landmark deals that no one thought was possible. MORE countries to follow!America's Newsroom 12.99",
2020-09-16,Thank you for the great reviews of the  News show last night!2.51.810,
2020-09-16,"Jim, you didn’t make a mistake. It’s true, and that’s why you said it. No pandering! The RecountJim Cramer apologizes to Speaker Nancy Pelosi: ""I made a very stupid comment.""  219.2 0:02 / 0:231.82.48.9",
2020-09-16,"“Cratered”. We have plenty of politics to go around without disrespecting our great American Flag or Anthem. I thought the NFL learned their lesson two years ago. The people will not put up with this (again). Just not worth it, hard to watch! David HooksteadThe NFL's TV ratings have crated, and are reportedly down 28% to open the season compared to 2019.This is what happens when you make sports about politics. People stop watching.7.31.55.3",
2020-09-16,Great! Richard Grenell2.18.94.4,
2020-09-16,It is STOPPED! Lou Dobbs7.12.69.6,
2020-09-16,Tonight at 9:00 P.M. Enjoy! ABC NewsUncommitted voters in the crucial swing state of Pennsylvania put their questions to Pres. Donald Trump—with no issue off-limits.6.81.24.4,
2020-09-16,Vaccines are moving along fast and safely!3.42.919.4,
2020-09-17,Moving up News Conference to 5:15. Enjoy!1.41.28.4,
2020-09-17,"I am SUBSTANTIALLY LOWERING MEDICARE PREMIUMS. Have instituted Favored Nations Clause and Rebates on Drug Companies. Never been done before. Drug companies are hitting me with Fake Ads, just like sleepy Joe. Be careful! Drug prices will be reduced massively, and soon.23.111",
2020-09-17,"The big Unsolicited Ballot States should give it up NOW, before it is too late, and ask people to go to the Polling Booths and, like always before, VOTE. Otherwise, MAYHEM!!! Solicited Ballots (absentee) are OK. Learn how voting by mail is safe and secure9.11.96.4",
2020-09-17,"Don’t worry, wonderful & beautiful Alaska, there will be NO POLITICS in the Pebble Mine Review Process. I will do what is right for Alaska and our great Country!!!1.42.814.6",
2020-09-17,"Democrats only want BAILOUT MONEY for Blue States that are doing badly. They don’t care about the people, never did!3.23.814.8",
2020-09-17," There is a group of people (largely Radical Left Democrats) that want ELECTION MAYHEM. States must end this CRAZY mass sending of Ballots. Also, a GIFT to foreign interference into our election!!! Stop it now, before it is too late.Learn how voting by mail is safe and secure3431.52.5",
2020-09-17,"Twitter makes sure that Trending on Twitter is anything bad, Fake or not, about President Donald Trump. So obvious what they are doing. Being studied now!4.34.417.4",
2020-09-18,"...And I look at them as a bunch of well funded ANARCHISTS & THUGS who are protected because the Comey/Mueller inspired FBI is simply unable, or unwilling, to find their funding source, and allows them to get away with “murder”.  LAW & ORDER! ABC NewsMORE: Wray adds that investigations into ""violent anarchist extremists...who self-identify with the antifa movement"" are ""just one part"" of investigations into domestic terror, which also includes ""racially motivated violent extremists, the militia-types, and others."" twitter.com/ABC/status/130…  11.75",
2020-09-18,"But Chris, you don’t see any activity from China, even though it is a FAR greater threat than Russia, Russia, Russia. They will both, plus others, be able to interfere in our 2020 Election with our totally vulnerable Unsolicited (Counterfeit?) Ballot Scam. Check it out!Learn how voting by mail is safe and secure CSPANFBI Director Wray: ""We certainly have seen very active, very active efforts by the Russians to influence our election in 2020...to both sow divisiveness and discord and...to denigrate Vice President Biden.""Full video here: https://cs.pn/3kpryMJcs.pn  167.7 0:04 / 1:301.61.84.6",
2020-09-18,Pelosi wants to take 30 Billion Dollars away from our great Farmers. Can’t let that happen!2.13.917.1,
2020-09-18,"No one has been more wrong, more often than Biden. He voted FOR the Iraq War, he supported the defense sequester that gutted our military, he opposed the mission to take out Osama bin Laden, he opposed killing Soleimani, he oversaw the rise of ISIS, and he cheered the rise of...12.910.7",
2020-09-18,Congratulations Prime Minister Yoshihide Suga. You have a great life story! I know you will do a tremendous job for Japan and for the world. Look forward to talking soon! 1.51.14.5,
2020-09-18,"...China as a “positive development” for America and the world. If it were up to Joe, bin Laden and Soleimani would still be alive, ISIS would be still on the rampage, and China would now be the dominant power in the world – not America.5.71.77",
2020-09-18,"The Democrats are just ANGRY that the vaccine and delivery are so far ahead of schedule. They hate what they are seeing. Saving lives should make them happy, not sad!33.414.8",
2020-09-18,Biden and the Democrats want to get rid of the Private Healthcare Plans for 180 MILLION Americans that are happy. They’ll be put on socialized medicine!1.82.16.8,
2020-09-18,On Air Force One heading to Wisconsin. Biden refused to go there to apologize for not showing up for the failed Democrat Convention. So funny to watch the Fake News fawning over Sleepy Joe’s ridiculous “car press conference”. Pathetic!1.42.29.8,
2020-09-18,"The Democrat Trump Hater Secretary of State of Michigan, purposely misprinted Ballots for the Military, putting the wrong names on the Ballot, and actually listing a member of another party as a replacement for Vice President . Everybody is totally confused by their...4.625.2",
2020-09-18,Happy ! US National ArchivesHappy ! Now you can sign your name to a virtual version of the  on our website:https://archives.gov/founding-docs/join-the-signers…4.21.34.3,"['#ConstitutionDay', '#ConstitutionDay', '#Constitution']"
2020-09-18,Just out: Some people in the Great State of North Carolina have been sent TWO BALLOTS. RIGGED ELECTION in waiting!2.44.112.9,
2020-09-18,"Unsolicited Ballots are uncontrollable, totally open to ELECTION INTERFERENCE by foreign countries, and will lead to massive chaos and confusion!Learn how voting by mail is safe and secure9.526.1",
2020-09-18,Want to register to vote? Request an Absentee Ballot or vote early - simply click the below link. My campaign has made it incredibly easy!   J. Trump for PresidentHelp continue our promise to Make America Great Again!donaldjtrump.com5.41.23.2,"['#Vote', '#TrumpPence2020Donald']"
2020-09-18,"State Supreme Court in Pennsylvania just affirmed that Ballot harvesting remains illegal. We will be watching that the Democrats do not Ballot Harvest - a felony. In other words, the Republican Party won on the atrocious Ballot Harvesting Scam...4.61.96.2",
2020-09-18,"Bob Woodward’s badly written book is very boring & totally “obsolete”. Didn’t even talk about the recent Middle East deal. Just another tired, washed up Trump Hater, who can’t stand that I have done so much, so quickly! .22.19.3",['#MAGA2']
2020-09-19,Biden FAILED BADLY with the Swine Flu. It was the Gang That Couldn’t Shoot Straight”.  He didn’t have a clue. We have done an incredible job with the much tougher China Virus!42.911.5,
2020-09-19,".  We were put in this position of power and importance to make decisions for the people who so proudly elected us, the most important of which has long been considered to be the selection of United States Supreme Court Justices. We have this obligation, without delay!7.29.130.1",
2020-09-19,"Today, I announced two of the LARGEST grants in history to Puerto Rico to rebuild its electrical grid system and education system. My Administration will be awarding $13 BILLION through FEMA – the largest obligations of funding ever awarded...1.92.510.3",
2020-09-19,Statement from the President on the Passing of Supreme Court Associate Justice Ruth Bader Ginsburg1.93.916.3,
2020-09-19,"Jason Lewis () will be an incredible Senator for the State of Minnesota! He is a proven leader who will help us Lower your Taxes, Protect our Communities and Defend your Second Amendment…2.314.2",
2020-09-19,"...Sleepy Joe doesn’t have a clue, just look at what his own people said about his handling of the Swine Flu. It was a disaster!6.11.15.7",
2020-09-19,Thank you Harry! Steven RattnerHarry Reid will go down in history for having handed the court to conservatives when he took the first step toward eliminating the 60 vote requirement for confirmation.https://nytimes.com/2020/09/18/us/justice-ruth-bader-ginsburg-dies-at-87.html?smid=tw-share…5.32.49,
2020-09-19,"...Biden is a corrupt globalist sellout who never missed a chance to stab American workers in the back. If Biden wins, China wins – it’s just that simple!7.527.6",
2020-09-19,Joe Biden delivered remarks to union members after spending 47 years giving their jobs to China and foreign countries in exchange for campaign cash...8.72.710.4,
2020-09-19,"Sleepy Joe Biden just said that he wished I closed up one week earlier — but when I banned China from coming in, it took him TWO MONTHS to finally realize that was a good thing...12.410.9",
2020-09-19,"Joe Biden says this is a race between Scranton and Park Avenue. This is a race between Scranton and China. Joe Biden betrayed Scranton, and America, to China and foreign countries. I will always put America First!2.2415.7",
2020-09-19,"Mini Mike Bloomberg, after making a total fool of himself as he got badly beaten up by Pocahontas and the Democrats in the Primaries, is at it again. He tried to buy an Election and went away with a major case of Depression. Now he’s throwing money at the Dems, looking for a job!1.727.9",
2020-09-19,...Obama killed the pharmaceutical manufacturing business in Puerto Rico. We are bringing it back from China and other faraway lands.8.11.87.9,
2020-09-20,"VIRGINIA, and everywhere else for that matter, I am the only thing standing between you and your 2nd Amendment. If I am re-elected, it is 100% SAFE. If not, it is GONE!2.53.414",
2020-09-20,What a GREAT GUY. A true Winner representing Hispanic Americans!!! Thank you. 1.414.1,
2020-09-20,People want respect for our Anthem and our Flag. Ratings will only get worse! Didn’t we go through this once before? Daily CallerNFL TV Ratings Are In The Toilet. There's Probably 1 Major Reason Why https://dailycaller.com/2020/09/14/sunday-night-football-rams-cowboys-ratings-28-percent/…1.52.28.4,
2020-09-20,...And 96% in the Republican Party. Save your 2nd Amendment! Donald J. TrumpTHANK YOU! .46.5,['#MAGA5천1']
2020-09-20,"Winning Big. Next year, if I’m re-elected, will be our best  year ever! Sleepy Joe wants to quadruple your taxes and go to socialized healthcare. Depression! Trump War Room - Text TRUMP to 88022With 1.4 million jobs added in August, President Trump’s GREAT AMERICAN COMEBACK is underway!1.41.55.1",
2020-09-20,"SAVE YOUR SECOND AMENDMENT, VOTE TRUMP!4.76.631.8",
2020-09-20,"A giant SCAM, and the Dems know it! Sara A. Carter  4.81.44.8",
2020-09-20,"So great for the World! The White HouseUS government accountIsrael, the United Arab Emirates, and Bahrain will establish embassies, exchange ambassadors, and begin to work together as partners.""They are friends.""2.51.15",
2020-09-20,Buy Lou’s GREAT New Book! Lou Dobbs1.95.92.4,
2020-09-20,"Jim, to late to take it back. Stay with the truth, no pandering! The RecountJim Cramer: “What deal can we have, Crazy Nancy? I’m sorry, that was the president. I have such reverence for the office. I would never use that term ...”Pelosi: “But you just did. But you just did.”  0:09522.1 8.41.45.9",
2020-09-20,MAKE AMERICA GREAT AGAIN!3.86.435.8,
2020-09-21," Crazy Nancy Pelosi wants to Impeach me if I fulfill my Constitutional Obligation to put forth a Nominee for the vacated seat on the United States Supreme Court. This would be a FIRST, even crazier than being Impeached for making a PERFECT phone call to Ukrainian Pres.4.31.63.9",
2020-09-21,Will be interviewed on  at 8:00 A.M. Enjoy!  11.17.7,
2020-09-21,"“The Trump Century, How Our President Changed the Course of History Forever”. On sale tomorrow. A great book by an even greater author. Make Lou NUMBER ONE! Much better than the boring, no new info., Woodward book. Besides, Lou is much smarter and sharper than Bob, by a lot!2.42.39.8",
2020-09-21,Will be interviewed by  on  tonight at 8:00 P.M. Enjoy!1.61.68.9,
2020-09-22,I agree 100%. Senator Ted Cruz1.2313,
2020-09-22,"The Democrats are only interested in BAILING OUT their badly managed, high crime, Blue States. They are not interested in our workers or small businesses. Crazy Nancy will only do stimulus, which would be helpful, if we couple it with bailout money. Republican States are great!!!1.82.710.3",
2020-09-22,Just returned to the  after a GREAT evening in OHIO!179.4 0:04 / 0:3211.911.4,
2020-09-22,Great news. It will show how incompetent she is! ABC NewsKamala Harris is poised to become a leading figure in the Democratic opposition to Pres. Trump’s Supreme Court pick. https://abcn.ws/2ZUGURS2.12.710.5,
2020-09-22,Nissan is rolling out it’s 2021 ROGUE from TENNESSEE. Great!1.12.716.7,
2020-09-22,"I will be announcing my Supreme Court Nominee on Saturday, at the White House! Exact time TBA.2.35.428.3",
2020-09-22,"Heading to the Great State of OHIO, will be there soon! .31.16.5",['#MAGA5']
2020-09-22,On my way to Toledo Express Airport in OHIO. See everyone soon!  Trump (Text VOTE to 88022) 8.728.2,['#MAGATeam']
2020-09-22,"Attention MICHIGAN! Early voting has started AND absentee ballots are being mailed out. Take advantage of the early voting and absentee calendar. Vote in person today or request an absentee ballot here: https://mvic.sos.state.mi.us/AVApplication/Index… Donald J. TrumpIf Joe Biden is elected, far-left lunatics won’t just be running failed Dem Cities—they will be running the Department of Justice, the Department of Homeland Security, and the U.S. Supreme Court. No city, town or suburb will be safe. On November 3rd, your vote will SAVE AMERICA!5.81.54.9",
2020-09-22,THANK YOU!  0:03 / 0:57News12 1.22.810.8,['#MAGA183만']
2020-09-23,"Congratulations to  on the release of his new book, “Firebrand: Dispatches from the Front Lines of the MAGA Revolution.” Get your copy today!Firebrand: Dispatches from the Front Lines of the MAGA RevolutionFirebrand: Dispatches from the Front Lines of the MAGA Revolutionamazon.com4.77.32.9",
2020-09-23,"Big news. Numerous great companies are seeing fantastic results.  must move quickly! The New York TimesJohnson & Johnson has begun the final stage of clinical trials for its coronavirus vaccine. Unlike some of its competitors, the vaccine does not need to be frozen and may require just one shot instead of two. https://nyti.ms/2RTvTeW4.88.73.4",
2020-09-23,"Wow, big news. Pick it up Lamestream Media, and pick it up BIG! Senator Ron Johnson1.13.18.2",
2020-09-23,"I hardly know Cindy McCain other than having put her on a Committee at her husband’s request. Joe Biden was John McCain’s lapdog. So many BAD decisions on Endless Wars & the V.A., which I brought from a horror show to HIGH APPROVAL. Never a fan of John. Cindy can have Sleepy Joe!3.23.113.2",
2020-09-23,I did more in 47 months than Joe Biden did in 47 years!Team Trump (Text VOTE to 88022) 1.9313.1,
2020-09-23,"Very important that, in order to watch that ALL are following the Rules & Regulations, you become an Election Official at your local Polling Place. Go sign up NOW!!!6.92.37.8",
2020-09-23,"...with our Country, the United States Military, Government Contractors, and Grantees. Americans should be taught to take PRIDE in our Great Country, and if you don’t, there’s nothing in it for you!7.42.310.8",
2020-09-23,"Congratulations to  on the release of her new book, “DON’T LIE TO ME” which is now available. Get your copy today! Jeanine PirroMy new book DON’T LIE TO ME is available now. Get your copy today!6.514.3",
2020-09-23,"White House News Conference today at 6:00 P.M. Economy, Job gains and Vaccine development are all doing GREAT!1.62.110.3",
2020-09-23,"Our wonderful General blew up Scarborough’s FAKE two year narrative. Thank you General H.R. McMaster. Look forward to reading your book, “Battlegrounds: The Fight to Defend the Free World.”3.41.54.4",
2020-09-23,"On my way to Pennsylvania, see everyone soon!  White House 3.28.14.3",['#MAGAThe']
2020-09-23,"A few weeks ago, I BANNED efforts to indoctrinate government employees with divisive and harmful sex and race-based ideologies. Today, I've expanded that ban to people and companies that do business...1.24.216.2",
2020-09-23,Bay of Pigs Veterans & Hispanic Heritage Remarks as past honoree. White House East Room. 11 AM. Thank you!3.615.4,
2020-09-24,"Rasmussen Approval Rating: 52%. Republican Party Approval Rating, 95%. Thank you!9.329.6",
